id_revision,comentario_limpio,estrellas,sentimiento_estrella,sentimiento_modelo,confianza_modelo,prob_neg,prob_neu,prob_pos,sentimiento_final_provisional,sentimiento_ia,confianza_ia,justificacion_ia,usar_etiqueta_ia
23,"Demoraron en tomar el pedido, los nachos estuvieron casi 10 minutos listos y nadie lo traía, la mesera no se acercaba, a pesar que le pedí los nachos para dipear mientras esperábamos los platos de fondo, me lo trajeron prácticamente todo junto está vez mala experiencia",3,neutral,NEG,0.9759028553962708,0.9759028553962708,0.0215132664889097,0.0025839079171419,neutral,,,,
24,"Hay mucha delincuencia en la zona no hay seguridad que resguarde a la gente que sale , pones un pie fue del supermercado y nadie responde x ti . Hasta han matado a una persona saliendo de ahí y asaltaron el lugar hace poco. Deberían tener agentes policiales en los exteriores para dar más seguridad a sus clientes",3,neutral,NEG,0.9758121371269226,0.9758121371269226,0.0205321125686168,0.0036558001302182,neutral,,,,
25,"Paulman y su estilo.. Nada espectacular pero variedad de productos. Un ""Santa Isabel"" chileno con otro nombre y más productos para el hogar. El sector es precioso! Y la gente es muy amorosa y atenta!",3,neutral,POS,0.9754177331924438,0.0021810666657984,0.0224012769758701,0.9754177331924438,neutral,,,,
26,"Totalmente decepcionada. Compré apuradisima, siguen sin aire. Tienen que invertir en esos purificadores o algo. Compré unos pantalones cuando me los puse en mi casa, le saco una etiqueta que estaba pegada y tenía un HUECO. Tristeza total",3,neutral,NEG,0.9753349423408508,0.9753349423408508,0.0226003061980009,0.0020647593773901,neutral,,,,
27,"Mucha cola de reclamos, significa que tienen servicio pésimo. Pocos asientos para una larga espera. Y la solución a los problemas que Movistar lo causó casi siempre sin solución",3,neutral,NEG,0.9752714037895204,0.9752714037895204,0.0212110821157693,0.0035175154916942,neutral,,,,
28,"Algunos trabajadores tiene buen trato otros tiene un mal carácter , debería de tener trabajos de doble tiempo ya que algunos trabajadores están cansados y tiene un mal humor que no ayuda al cliente con las dudas de su factura.",3,neutral,NEG,0.9751368761062622,0.9751368761062622,0.021840289235115,0.0030228935647755,neutral,,,,
29,La atención es muy cordial y excelente ...lo recomiendo....,3,neutral,POS,0.974989652633667,0.0028622776735574,0.0221481584012508,0.974989652633667,neutral,,,,
30,"Hay diversidad de prendas, zapatillas, camisas, etc, y muchas veces a buenos precios. El problema es que los vendedores no se disponen a ayudarte, o al menos la gran mayoría. Esto es muy importante porque muchos clientes se van por esta atención tan deficiente.",3,neutral,NEG,0.9748393893241882,0.9748393893241882,0.0222888998687267,0.0028716502711176,neutral,,,,
31,"Siempre que voy a Claro hay una cola de gente, eso es desagradable e incómodo porque hay que estar parado esperando largo rato... deberían poner asientos para los clientes.",3,neutral,NEG,0.9742354154586792,0.9742354154586792,0.0225914921611547,0.0031731678172945,neutral,,,,
32,Atención interna buena pero los trabajos que están haciendo en la fachada e internos. Muy inseguro para los clientes y transeúntes. No se ve una buena planificación de seguridad.,3,neutral,NEG,0.9741930961608888,0.9741930961608888,0.0211072545498609,0.004699648823589,neutral,,,,
33,"Tiene buenas ofertas, pero al momento de llegar a las cajas a pagar se acaba todo... son sumamente lentas y siempre hay un incidente que requiere que llamen a la supervisora que no puede suplir al mismo tiempo todo lo que sucede y hace más lenta la resolución de los incidentes. Tengo 8 años siendo cliente y nada que mejora eso.",3,neutral,NEG,0.973841905593872,0.973841905593872,0.0233148485422134,0.0028431438840925,neutral,,,,
34,"Como local es bastante amplio, la atención normalmente es rápida, pero a veses deja mucho que desear, parece que no siempre el personal está preparado para afrontar presión por parte de los clientes y no son capaces de resolver conflictos.",3,neutral,NEG,0.9732823967933656,0.9732823967933656,0.0241750180721282,0.0025425967760384,neutral,,,,
35,Gran variedad de.tiemdas y productos si o si encuentras lo que buscas .....fue una experiencia agradable,3,neutral,POS,0.9728772640228271,0.0018286873819306,0.0252940319478511,0.9728772640228271,neutral,,,,
36,No tienen cuando terminar las remodelaciones. Cada semana que voy han cerrado alguna zona y mueven los productos de las góndolas. Hacen perder tiempo. Y lo otro es que faltan más cajas y personal que apoye para embolsar las compras. Uno va temprano para hacer las compras pero hay muy pocas cajas disponibles y personal que apoye.,3,neutral,NEG,0.9725627899169922,0.9725627899169922,0.0251506324857473,0.0022865124046802,neutral,,,,
37,"Asisto con frecuencia a hacer mis compras no porque sea la mejor tienda de plaza vea si no porque es la más cercana a mi, no e posible que un local como ese tenga productos sin preciados, fajas para productos en caja malograda, los supervisores de caja conversando con otro personal mientras que los están necesitando , balanzas malogradas y esto es solo algunas de las cosas que se ven y todo eso es mala gestión del gerente de tienda que no hace un control a los encargados de área.",3,neutral,NEG,0.9722861647605896,0.9722861647605896,0.0250647589564323,0.0026489668525755,neutral,,,,
38,"Todo bien, variedad de productos, lo malo fue la atención del señor encargado de la confitería (nada amable), parece que reniega con cada cliente que le pregunta algo o le pide algo, porque o da negativas o simplemente no les responde, es un mal colaborador. Por lo demás todo bien.",3,neutral,NEG,0.972017228603363,0.972017228603363,0.0242594815790653,0.0037232576869428,neutral,,,,
39,"Mucha gente, pasillos angosto, los colaboradores no saben donde están los productos y encima no hay variedad de productos como antes.",3,neutral,NEG,0.9716750979423524,0.9716750979423524,0.0259897373616695,0.0023351600393652,neutral,,,,
40,"Mi esposa y yo, nos sentimos muy estresados al ver que a partir de las 8:00 pm ningún asesor se acercó a nosotros para ayudarnos en nuestras compras, a pesar de mirar a muchos, se hacían de la vista gorda y la vendedora de bosch ni siquiera tenía ganas de atenderme. Pongo 3 estrellas porque el lugar es muy agradable y los productos de primera, pero pasé una muy mala experiencia. Espero que mejoren..... pensé recibir un excelente servicio y salí renegando.",3,neutral,NEG,0.9715800881385804,0.9715800881385804,0.0247897300869226,0.0036301519721746,neutral,,,,
41,"A pesar de que hay como 20 o 30 ventanillas, la espera es de más de una hora, y no había aire acondicionado!! Está vez tuve suerte de que me atendiera una persona que estaba capacitada, pero lo normal es que la atención sea pésima, y los trabajadores están en la luna.",3,neutral,NEG,0.971380054950714,0.971380054950714,0.0251026395708322,0.0035173101350665,neutral,,,,
42,"El colmo que no exista bancos ni sillas para que se sienten los clientes y menos para adultos mayores, atienden como si estuvieran en una tienda de campaña.Fui por que mi chip no funcionaba me hicieron pagar un chip nuevo, sin haberlo aún usado,preferi pagar otro para tener linea,siendo un cliente recien captado.",3,neutral,NEG,0.9713034629821776,0.9713034629821776,0.026387957856059,0.0023085905704647,neutral,,,,
43,"Colas muy largas y al llegar a caja despues de casi 40m, nos dice el cajero que el precio del producto no tenía el descuento que decía en el cartel, nos mandó al banco para que nos solucione el problema, al final estaba cerrado, y cuando decidimos dejar el producto, coincidimos con la admistradora, quien fue a verificar el precio y efectivamente tenía la rebaja, y todo el impase fue por un mal cajero, Pasamos un mal momento y además del tiempo perdido por una mala atención",3,neutral,NEG,0.9710454344749452,0.9710454344749452,0.0265996996313333,0.0023549105972051,neutral,,,,
44,"Como cualquier tienda, en épocas de pandemia y de protocolos, la verdad que es ridículo lo que hacen según ellos cuidando al cliente. Una cosa es prevenir y otra estorbar. Además que entre los vendedores no hay ningún distanciamiento social y no creo que todos vivan juntos o se hagan pruebas frecuentes.",3,neutral,NEG,0.971010684967041,0.971010684967041,0.0259342826902866,0.0030549936927855,neutral,,,,
45,"En ropa está ok... En calzado.. no tienen muchas tallas o modelos, su personal es muy clasista, atienden más rápido al que tiene pinta de gastar más, les falta personal, atención muy lenta, buenas promociones en perfumería, accesorios electrónicos hay para todo bolsillo , promociones sin sentido para que pagues con tu celular con alguna app de paso. Casi todo ok... Falla mucho su personal .",3,neutral,NEG,0.9706164598464966,0.9706164598464966,0.0259584691375494,0.0034250630997121,neutral,,,,
46,Esta bien el lugar amplio pero bastante frustrado con el desempeño de efectividad para resolver los problemas de su servicio todo el día haciendo colas cuatro veces y salí igual como entre muy triste y enojada,3,neutral,NEG,0.9705038070678712,0.9705038070678712,0.0262062009423971,0.0032900110818445,neutral,,,,
47,"El lugar e infraestructura son bastante agradables, aun falta mas variedad para igualar a la competencia, pero si tienen un pesimo servicio. Lo siento.pero las 2 unicas veces que fui a comprar ahi siempre ocurrieron incovenientes.",3,neutral,NEG,0.970228910446167,0.970228910446167,0.025940902531147,0.0038302382454276,neutral,,,,
48,"Fui a cancelar mi móvil, pero es pésimo su servicio de telefonía qué ofrece, por eso me cambié a otro operario, No lo recomiendo, gracias",3,neutral,NEG,0.9702060222625732,0.9702060222625732,0.0263069681823253,0.0034869387745857,neutral,,,,
49,"Es grande y tiene bastantes productos. Pero sus baños son un desastre, no hay agua en varios caños, los urinarios están cerrados y los inodoros también.",3,neutral,NEG,0.9700865149497986,0.9700865149497986,0.0251938365399837,0.0047196066007018,neutral,,,,
50,Demoran mucho en atender. No resuelven todos los inconvenientes en una sola visita ...pierdes tiempo,3,neutral,NEG,0.9698722958564758,0.9698722958564758,0.0252252742648124,0.0049024573527276,neutral,,,,
51,Ropa de mujer juvenil no hay mucha variedad ademas de los costos muy altos . Pero sobre todo es la falta de modelos y variedad que ni en niños de 8 años hay .eso deberían de tener más en cuenta,3,neutral,NEG,0.9698585271835328,0.9698585271835328,0.0262431986629962,0.0038982513360679,neutral,,,,
52,"Muy lenta la atención genersndo colas. Insuficientes butacas en el ambiente de espera y en la cola de fuera fel local no hay butacas en la cola del adulto mayor, pese a que hay personas de edad bastante avanzada.",3,neutral,NEG,0.9690589904785156,0.9690589904785156,0.0276370719075202,0.0033038845285773,neutral,,,,
53,"Muy bien atendido al momento de buscar los productos. Muy buena variedad en vinos, carnes y fiambres. El problema se da a la hora de acercarse a las cajas. Los protocolos de distanciamiento son, realmente ridículos. No puede ser que haya tenido que esperar más de media hora para pasar a pagar mis productos. Mucha paranoia, cero efectividad.",3,neutral,NEG,0.9687469005584716,0.9687469005584716,0.0266837961971759,0.0045693591237068,neutral,,,,
54,El banco está cerrado por remodelaciones y nunca avisaron 😤…,3,neutral,NEG,0.9684646129608154,0.9684646129608154,0.0287666004151105,0.0027688660193234,neutral,,,,
55,"Muy buenas marcas sin embargo me da lástima que dañen su imagen promoviendo marcas que usa 100% piel de animales en su fabricación. Adjunto dos fotos de una marca que usa 100% piel de conejo, me parece poco ético en la actualidad.",3,neutral,NEG,0.9683204889297484,0.9683204889297484,0.0254546571522951,0.006224799901247,neutral,,,,
56,"Plaza Vea en general ha bajado mucho su calidad en cuanto a productos, variedad y categorías. Las comoras que hacen en menaje tampoco son buenas y empeoran con el tiempo",3,neutral,NEG,0.96821129322052,0.96821129322052,0.0284368619322776,0.0033518262207508,neutral,,,,
57,Muy lentos el personal en ventanilla..,3,neutral,NEG,0.9679713249206544,0.9679713249206544,0.0282912086695432,0.0037374480161815,neutral,,,,
58,Se genera grandes colas y el tiempo de espera es demasiado solo porque hay un personal en plataforma cuando deberían haber mínimo 3...,3,neutral,NEG,0.9677999019622804,0.9677999019622804,0.0297790337353944,0.0024210994597524,neutral,,,,
59,Pero la persona que me atendió muy mal,3,neutral,NEG,0.9675731658935548,0.9675731658935548,0.0284609198570251,0.0039658597670495,neutral,,,,
60,"Todo bien hasta el momento que tuve que hacer uso del baño de caballeros, una verdadera inmundicia ,la gente es tan sucia y floja que no hacen pasar sus heces y orina. Lo que me percaté es que ingresa gente que ni siquiera ha consumido un sol en el Plaza Vea, la mayoría son de la calle. Recomendaría pedir el comprobante de consumo en la tienda o de lo contrario cobrar por el servicio, así se evitarían de todos esos inmundos que hacen uso y abuso de los servicios higiénicos. Espero tomen en cuenta mi comentario",3,neutral,NEG,0.9675694108009338,0.9675694108009338,0.0289523396641016,0.0034783331211656,neutral,,,,
61,No funciono la balanza en caja. Y después resultó que 14 naranjas medianas arrojaron 4.110 Kg.... la verdad excesivamente cara. No vuelvo a comprar naranja para jugo en Wong,3,neutral,NEG,0.9674726724624634,0.9674726724624634,0.0297524612396955,0.0027748337015509,neutral,,,,
62,Supermercado con excelentes productos y con una atención esmerada. Mucha afluencia de publico.,3,neutral,POS,0.9671092629432678,0.0035038033965975,0.029386905953288,0.9671092629432678,neutral,,,,
63,es un buen lugar para buscar lo que necesitas y poder compartir algo nuevo.,3,neutral,POS,0.9669221043586732,0.0017562016146257,0.0313216857612133,0.9669221043586732,neutral,,,,
64,Pésimo servicio El personal no es dinámico Conversan y el público espera el tiempo que ellos deseen,3,neutral,NEG,0.966795802116394,0.966795802116394,0.0297724697738885,0.0034316820092499,neutral,,,,
65,La atención en tienda es buena. Hay personal amable y otros no tanto. Pero el problema radica en la compañía en sí que tiene un pésimo servicio post-venta. He estado yendo en reiteradas oportunidades presentando reclamos y aún no hay solución. Lamentablemente la atención que dan en tienda es limitada a solo presentar reportes y esperar a que áreas especializadas resuelvan el problema - que no lo hacen - Atención a esto Movistar. Y a también a usted lector ya que he visto muchos clientes molestarse (enfurecerse) y aún así irse con las manos vacías.,3,neutral,NEG,0.9667795896530152,0.9667795896530152,0.0304463934153318,0.0027740942314267,neutral,,,,
66,Deberían mejorar los baños. Deja mucho que desear.,3,neutral,NEG,0.9667529463768004,0.9667529463768004,0.026878897100687,0.0063680950552225,neutral,,,,
67,"Cómo pueden decirme que si ya me atendió una señorita y por algún motivo vuelvo a sacar ticket para otra cosa, tiene que atenderme la misma señorita. Y si ¿no me gusta su atención? ¿ la tengo que aguantar? No es correcto.",3,neutral,NEG,0.966652810573578,0.966652810573578,0.0310240052640438,0.0023232740350067,neutral,,,,
68,"Vasta diversidad de oferta, en todos sus pisos, el ambiente navideño ya se hace sentir aquí, lugar muy entretenido",3,neutral,POS,0.9662749767303468,0.0024515860714018,0.0312734246253967,0.9662749767303468,neutral,,,,
69,Atención muy lenta colas de 2 horas los supervisores faltos de carisma para atender a los clientes,3,neutral,NEG,0.966219425201416,0.966219425201416,0.0281455498188734,0.0056350585073232,neutral,,,,
70,Demoré más de una hora para que me atendieran y lo peor es que comprendí que no están bien informados de las limitaciones de los equipos ni del manejo de muchas aplicaciones.,3,neutral,NEG,0.9660173654556274,0.9660173654556274,0.0290209148079156,0.0049617360346019,neutral,,,,
71,"Mala atencion, no estan concentrados en su trabajo los asesores",3,neutral,NEG,0.9659754633903505,0.9659754633903505,0.0301207136362791,0.0039038201794028,neutral,,,,
72,"Pésima experiencia, compre en diciembre los regalos familiares, y recibí unos vales de S/40, cuando quise usarlos me dijeron que era máximo un vale de S/40 por cada S/100. Hasta allí se puede entender, pero al final resulta que solo los podía utilizar al comprar prendas que no le daría ni a mi peor enemigo. Que tal engaño",3,neutral,NEG,0.9659711122512816,0.9659711122512816,0.0314774923026561,0.002551433397457,neutral,,,,
73,"La atención es muy lenta, el tiempo de espera en cola es demasiado",3,neutral,NEG,0.965928077697754,0.965928077697754,0.0302740987390279,0.0037977756001055,neutral,,,,
74,Grande pero quien me atendió fue un incompetente.,3,neutral,NEG,0.965809166431427,0.965809166431427,0.02968106046319,0.0045098210684955,neutral,,,,
75,"Me gustó lo que vi. Entre rápidamente a la tienda directamente a comprar algo específico, no me tomó mas de 20 minutos, me agradó el orden, ya se exhiben nuevas colecciones de cambio de estación, la decoración, moda y colores te jalan el ojo.",3,neutral,POS,0.9656361937522888,0.0031468954402953,0.0312169548124074,0.9656361937522888,neutral,,,,
76,Fui a comprar unas blusas...pero al final el 2X1 es del precio más caro. No merece la pena....,3,neutral,NEG,0.9655967354774476,0.9655967354774476,0.0310168303549289,0.0033865291625261,neutral,,,,
77,Súper divertido para todos aquellos amantes de la moda hay muchas variedades de cosas bonitas,3,neutral,POS,0.965489387512207,0.0022859799209982,0.0322246216237545,0.965489387512207,neutral,,,,
78,"Muy mala atención. Hay que esperar demasiado para ser atendido, a pesar de ser cliente y todo. Igual esperas un montón. No se permite el pago de servicio en caja, salvo que pagues con tarjeta. Si quieres pagar en efectivo hay unas máquinas que para las personas que NO estén familiarizadas es un mundo (personas mayores, discapacitados, etc.). Espero que mejoren.",3,neutral,NEG,0.9653218388557434,0.9653218388557434,0.0316665656864643,0.0030116934794932,neutral,,,,
79,"Para ser un Hiper mercado, no efectuan protocolo de bio seguridad con la justa te miden la temperatura y en el onterior no encuentras gel ni alcohol y que decir en las cajas no hay orden en las colas obstruyen el camino, un desorden, primera vez que he ido y no me dio confianza",3,neutral,NEG,0.9652265310287476,0.9652265310287476,0.0313611440360546,0.0034123575314879,neutral,,,,
80,"Todo estaba súper bien hasta pandemia. En vez de mejorar, ser más serviciales y dar rapidez en atención para que no haya aglomeraciones es totalmente lo contrario. El servicio cada día peor que el anterior, la cordialidad la borraron de sus valores, cuando se necesita q algún personal no encuentras a ninguno pero pasillos más adelante se ve todo un grupo del personal charlando y haciendo aglomeración. Al principio pensé que era cosa de un día, un turno, pero días consecutivos lo mismo atención al cliente fatal ni los supervisores dan el ejemplo. Tanto así que preferí el Vivanda, que es más chico si, pero la atención es muy buena. Ojalá en Wong se den cuenta que deben hacer algo para recuperar esa buena atención al cliente que tuvieron algún día.",3,neutral,NEG,0.9651914238929749,0.9651914238929749,0.0319802947342395,0.0028282538987696,neutral,,,,
81,"Atención normal, un poco caótico el tema de la entrada y salida y si tienes problemas para subir o bajar escaleras solo podrás usar una salida/entrada, ya que la q tenía rampa está clausurada. La atención en frutas y verduras es un lío, pocos de la zona saben sobre los productos , y a veces es ir un poco a ciegas",3,neutral,NEG,0.9650174379348756,0.9650174379348756,0.032564453780651,0.0024181501939892,neutral,,,,
82,"Experiencia pésima!! Revise el catalogo de Cmr Puntos y vi un producto para realizar un canje de 10,000 puntos. Al llegar al modulo la Srta.encargada me informa que no cuentan con este producto. Ustedes hablan de transparencia tengo mis dudas??? Tambien converse con la supervisora la Srta. Diana y me dio la misma respuesta Señores eso se llama publicidad engañosa Me siento decepcionada de la atencion a sus clientes",3,neutral,NEG,0.9649893641471864,0.9649893641471864,0.0324024409055709,0.0026082217227667,neutral,,,,
83,No me gusta su atención.. pésima,3,neutral,NEG,0.964150071144104,0.964150071144104,0.0297059472650289,0.0061440062709152,neutral,,,,
84,"Poco espacio para transitar con los carritos de compras si alguien se detiene tu KO tienes espacio para pasar por k en los pasadizos hay cajas , no tiene aire acondicionado, no se sabe donde dejar los coches despues de comprar",3,neutral,NEG,0.9636017680168152,0.9636017680168152,0.0336864329874515,0.002711831126362,neutral,,,,
85,"Demasiada gente, atención muy lenta, te demoras mínimo 2 horas para ser atendido, mucho por mejorar",3,neutral,NEG,0.9635489583015442,0.9635489583015442,0.0312143098562955,0.0052367313764989,neutral,,,,
86,"Me resultó muy difícil comprender la distribución de la ropa femenina. Un detalle que me pareció bastante de desprolijo: la ropa interior estaba exactamente al lado de las cajas, junto con los cien cachivaches que siempre están ubicados allí. Además, para no ser ropa de marca, me pareció excesivamente cara, y con diseños bastante rústicos.",3,neutral,NEG,0.963507890701294,0.963507890701294,0.033101886510849,0.0033901326823979,neutral,,,,
87,"Practico con buena seguridad interna no tien ropa para gente gorda y tienes q pagar por una bolsa de plastico no te puedes probar la ropa y en carnes como en su linea de ferreteria es muy escasa,su estacionamiento para bicicletas es muy pobre",3,neutral,NEG,0.9628801345825196,0.9628801345825196,0.0337206572294235,0.003399207489565,neutral,,,,
88,"Debe mejorar y mucho la atención al usuario desde el ingreso no ser tan cortante y poco cordial es poco seguro que lean esto los señores de Movistar y de seguro ni lo tomarán muy en cuenta pero deben saber que todos debemos y merecemos un buen trato lastimosamente se centran en una agresiva campaña comercial pero la atención al usuario final es la última rueda del coche, pocas excepciones y abunda más la displicencia y la poca o nula empatía",3,neutral,NEG,0.9628296494483948,0.9628296494483948,0.0337522998452186,0.0034181156661361,neutral,,,,
89,Es lamentable q el público no sea cuidadoso y se suele encontrar productos abiertos. Hay horarios en q la temperatura se eleva. Por lo demás buenos precios y buena atención.,3,neutral,NEG,0.9627870917320251,0.9627870917320251,0.0332831367850303,0.0039296695031225,neutral,,,,
90,"No dan ninguna solución, servicio pesimo",3,neutral,NEG,0.962532877922058,0.962532877922058,0.0301559977233409,0.0073110428638756,neutral,,,,
91,Bien pero los extractores de aire no funcionan todos compr rápido y sali mucho calor,3,neutral,NEG,0.9625158905982972,0.9625158905982972,0.0341055057942867,0.0033786259591579,neutral,,,,
92,"Bueno para empezar la atencion es mala Movistar debería se preocuparse por contratar personal calificado y que sepa tratar bien al público, he entrado dos veces a reclamar y el trato a sido malo. Se nota personal descontento y tratan muy mal al usuario. Muchas caras bonitas nada más. Del 1 al 10 les doy 1. Sigo con ellos porque su tecnología es buena solo por eso.",3,neutral,NEG,0.9623262882232666,0.9623262882232666,0.0328239016234874,0.0048497789539396,neutral,,,,
93,"Desde que cambiaron la ubicación al 1er sótano del Cenco ya no es lo mismo, a pesar del tamaño y la mejora en la atención no se logra tener la misma experiencia.",3,neutral,NEG,0.9622392058372498,0.9622392058372498,0.0344569608569145,0.0033037627581506,neutral,,,,
94,Falta personal en las cajas. Las que atienden se nota claramente que están bastante cansadas y en ocasiones no son atentas y gentiles. Hagan mejor la rotación del personal y denles descanso.,3,neutral,NEG,0.961558759212494,0.961558759212494,0.0348634496331214,0.0035777639131993,neutral,,,,
95,La atención en las cajas es buena. Sin embargo en el interior de la tienda no lo es. No hay personal capacitado para informar sobre la ubicación de los artículos o los precios y algo q me pareció bastante malo es que los baños no cuentan con papel higiénico.,3,neutral,NEG,0.961542010307312,0.961542010307312,0.0354411415755748,0.0030167575459927,neutral,,,,
96,Hay dos cajas preferenciales y ambas están cerradas. La abrieron para atender a un señor y no querían atender a otros en situación de preferenciales. Que lejos está la atención de cómo era antes. Con quién nos quejamos?,3,neutral,NEG,0.9614816308021544,0.9614816308021544,0.0361393988132476,0.0023790032137185,neutral,,,,
97,APP de banca movil mediocre.,3,neutral,NEG,0.961274802684784,0.961274802684784,0.032101035118103,0.0066241188906133,neutral,,,,
