id_revision_neutral,comentario_limpio,estrellas,sentimiento_estrella,sentimiento_modelo,confianza_modelo,prob_neg,prob_neu,prob_pos,sentimiento_final_provisional,puntaje_neutral,criterios_neutral,sentimiento_ia,confianza_ia,justificacion_ia,usar_etiqueta_ia
21,"Es supermercado amplio, tiene una pequeña área para comer pero sólo hay comida hasta cierta hora. Me agrada que sea amplia para ir a comprar, y mantiene un cierto orden en la distribución, aunque en la zona para hogar hay espacios por dónde hay que ser cuidadosos para pasar, más cuando vas con pequeños. Casi siempre se suele encontrar ofertas, sólo se tiene que buscar. Dentro hay un inkafarma, una lavandería, un banco de Interbank y un RadioShack.",3,neutral,POS,0.7259389758110046,0.0060144094750285,0.2680466473102569,0.7259389758110046,neutral,9.268046647310257,estrella_3;provisional_neutral;patron_textual_neutral,,,,
22,"No me desinfectaron con alcohol al momento de ingresar, solo me tomaron la temperatura y habian dos tapetes para limpiarse los pies, sin embargo en cada módulo de atencion hay un frasco de alcohol en gel el cual puedes usar para desinfectarte. Llegué casi a las 5 y había cola para entrar, espere 20 minutos y pude entrar. Dentro espere 5 minutos a que me llamen. Mi tramite fue relativamente sencillo y me tomo 10 minutos, pero habian un par de personas mayores quejandose por las demoras. Siempre el mismo problema: por telefono te dicen una cosa y en persona otra, les falta capacitar e informar a los tecnicos y este es un problema de siempre no por las dificultades ocasionadas por la pandemia.",3,neutral,NEG,0.7223500609397888,0.7223500609397888,0.2662390470504761,0.0114108920097351,neutral,9.266239047050476,estrella_3;provisional_neutral;patron_textual_neutral,,,,
23,"Encontré varios productos naturales y sin gluten para mi bebé que estaban agotados en otros supermercados, lo cual se agradece. Sin embargo, el pago fue muy lento: había varias cajas cerradas y la preferencial se detuvo por un problema sin habilitar otra opción, por lo que tuve que irme porque estaba con mi bebé. Deberían mejorar la gestión de cajas en horas de alta demanda, sobre todo en la atención preferencial.",3,neutral,NEG,0.7199335098266602,0.7199335098266602,0.2655588388442993,0.0145076923072338,neutral,9.2655588388443,estrella_3;provisional_neutral;patron_textual_neutral,,,,
24,"Es un supermercado que ya tienes muchos años en la Av Venezuela muy grande y amplio por ser un hiper, tiene una amplio surtido de productos de muchas marcas la única observación que yo daría es que los precios no son muy cómodos no sé si es por ser el centro de Lima pero no vi unas ofertas buenas y llamativas que hay en otros locales",3,neutral,NEG,0.7218981385231018,0.7218981385231018,0.2595150470733642,0.0185867995023727,neutral,9.259515047073364,estrella_3;provisional_neutral;patron_textual_neutral,,,,
25,"Dentro del Plaza Lima Norte. La tienda se encuentra hacia la zona este del mall, cerca del terminal terrestre hacia la Av Tupac Amaru. Es la única Oechsle en la zona norte de Lima, de aquí no hay otra más cercana hasta el centro de Lima. Tiene 2 niveles. En el primer piso ropa y calzados de damas y caballeros. En el segundo electro, juguetería, ropas para niños y la financiera. Para llegar tiene escalera eléctrica. No he observado ascensor. La zona de caja me parece insuficiente sobretodo en fechas importantes. Excepto por algunas ofertas no observo variaciones importantes de las demás tiendas por departamento. Cuando he visitado la financiera regularmente está lleno y te atienden por orden de llegada, una pena. Un punto a favor tienen SSHH para clientes lo que es muy importante para cuando los visitas con niños por ejemplo. Regularmente cambian de mercadería al son que dicta la temporada.",3,neutral,NEG,0.7536413073539734,0.7536413073539734,0.2374964654445648,0.0088622430339455,neutral,9.237496465444565,estrella_3;provisional_neutral;patron_textual_neutral,,,,
26,"Es una tienda agradable, pero no es la más surtida. Tiene buena variedad de zapatos para hombre y de muebles modernos. Hay juguetes y zapatillas deportivas en su mayoría. Cuenta con dos plantas. El la primera hay ropa y en la segunda muebles, artículos deportivos, línea blanca y niños.",3,neutral,POS,0.7650363445281982,0.007561809848994,0.2274019122123718,0.7650363445281982,neutral,9.227401912212372,estrella_3;provisional_neutral;patron_textual_neutral,,,,
27,La atención es buena...pero todos los que te atienden tratan de vender sus productos...ofreciendo nuevos planes...pero algunos no te dicen las cosas claras con tal de que aceptes algún cambio. Hemos tenido que ir varias veces a reclamar.,3,neutral,NEG,0.7715429067611694,0.7715429067611694,0.2176096439361572,0.010847489349544,neutral,9.217609643936157,estrella_3;provisional_neutral;patron_textual_neutral,,,,
28,Hay estacionamiento. Es gratuito las tres primeras horas. Cumplen con todos los protocolos de bioseguridad. Está muy surtido y debe ser el Tottus que tiene más personal para atención al público. Encontré todo lo que quería. Incluidas mascarillas quirúrgicas. Me costaron 50 unidades por 21 soles y monedas. Volvería para seguir comprando.,3,neutral,POS,0.7841062545776367,0.0065661701373755,0.2093275338411331,0.7841062545776367,neutral,9.209327533841133,estrella_3;provisional_neutral;patron_textual_neutral,,,,
29,"Cumple su función (cobrar, consultas, cambios etc) pero en verano te sancochas literal, no tiene aire acondicionado... Me gusta más la tienda que tienen en la Av. Las palmeras.",3,neutral,NEG,0.7647063136100769,0.7647063136100769,0.208924263715744,0.0263694673776626,neutral,9.208924263715744,estrella_3;provisional_neutral;patron_textual_neutral,,,,
30,"Aquí cambia la cosa. A diferencia de falabella , los stand están un poco más separados, pero la mercadería es.mucho de lo mismo, no hay novedad ni ofertas, buenas, antes había ofertas tanto para el que tiene trajera cono par arl que no, pero la menos que tengas una tarjeta Ripley, tu diversión de compra aquí no está asegurada, nos faltan ofertas para los lagos en efectivo, 🥺🥺",3,neutral,NEG,0.7860437631607056,0.7860437631607056,0.2087893337011337,0.0051669334061443,neutral,9.208789333701134,estrella_3;provisional_neutral;patron_textual_neutral,,,,
31,"es un lugar accesible agradable sin embargo hay algunos empleados que lejos de orientar, quizás sea porque algunos son nuevos o tal vez por la inexperiencia de poder dar al cliente lo que debidamente le corresponde señalar en forma precisa, acudí a comprar libros de corefo pero dicen que solamente existe en algunas tiendas de plaza vea",3,neutral,NEG,0.7880905866622925,0.7880905866622925,0.2056352794170379,0.0062741464935243,neutral,9.205635279417038,estrella_3;provisional_neutral;patron_textual_neutral,,,,
32,"Es una tienda por departamentos o gran almacen, establecimientos de regular dimensión que ofrece una variedad de productos encaminados a cubrir una amplia gama de necesidades: confección, menaje del hogar, decoración, etc. Consta de varios pisos, su superficie comercial se divide en secciones. Concurrido, limpio, atención con escasa calidad y conocimiento, para todos los bolsillos",3,neutral,NEG,0.7890487313270569,0.7890487313270569,0.2009966224431991,0.0099546583369374,neutral,9.2009966224432,estrella_3;provisional_neutral;patron_textual_neutral,,,,
33,"Hoy me sorprendí de la tacañeria de un grande como Ripley. Fui temprano a esta tienda para comprar un par de cositas para correr y vi como se estaba armando un carrito clásico de pop corn (canchita). Dije buenazo, que bacan van a regalar canchita. Al terminar mis compras vi que una colita se había formado para recibir la canchita entre ellos varios niños. Sin embargo, grande fue mi asombro cuando varios se iban con las manos vacías porque si no mostrabas un voucher de compra mayor a los 109 soles no te daban nada. Uhmmmmmm, hazle entender eso a una criatura. Ripley que paso?",3,neutral,POS,0.7903506755828857,0.014528214931488,0.1951211243867874,0.7903506755828857,neutral,9.195121124386787,estrella_3;provisional_neutral;patron_textual_neutral,,,,
34,"Buen servicio...pero tengo una anécdota...yo estaba con mi chompa con capucha y un seguridad paso y me dijo que me saque la capucha pare para decirle y preguntarle por que motivo ,pero me ignoro le hable y no tuve respuesta...creo yo que como cliente merezco que me expliquen si esta prohibido entrar con capucha o gorro... o es que e sufrido un acto de discriminación...",3,neutral,NEG,0.8002274036407471,0.8002274036407471,0.1934223473072052,0.0063502099364995,neutral,9.193422347307205,estrella_3;provisional_neutral;patron_textual_neutral,,,,
35,"Grande. Ordenado. Aunque como en todos los Plaza Vea, el personal no es uniforme. Algunos muy amables y otros a los que provoca tirarles con un hacha en la cabeza. El estacionamiento del Centro Comercial sale gratis con las compras. Hay zona de electrodomésticos. Y también hay un sitio para sentarse a almorzar. Tiene un pequeño buffet.",3,neutral,POS,0.8002557158470154,0.0095377871766686,0.1902064383029937,0.8002557158470154,neutral,9.190206438302994,estrella_3;provisional_neutral;patron_textual_neutral,,,,
36,"Un poco claustrofobico, el techo era muy bajo, pero el tamño en si estaba bien, ubicado en un lugar un poco griz, faltan arboles, poco acojedor, sinceramente prefiero tottus, precios ok, mucha variedad de productos, hay desorden afuera del local, tiene estacionamiento, Muy promedio",3,neutral,NEG,0.7924951314926147,0.7924951314926147,0.1856615990400314,0.0218432433903217,neutral,9.185661599040031,estrella_3;provisional_neutral;patron_textual_neutral,,,,
37,"Variedad de productos a precios no siempre los mejores, muchas veces consigo mejores precios en tottus, lo que si el pan es una delicia aqui. Ahora tienen un area para comprar cosas por cantidades “mayoristas”. Algo que incomoda y mucho y siempre pero siempre he visto (me ha pasado a mi y lo he visto con mucha gente) es que sus agentes de seguridad son super incomodos, te siguen, estan que te miran, creen que todo van a robar, eso se siente como acoso y mas que todo es super incomodo.",3,neutral,NEG,0.7846420407295227,0.7846420407295227,0.1837464869022369,0.0316114872694015,neutral,9.183746486902237,estrella_3;provisional_neutral;patron_textual_neutral,,,,
38,"Bonito, bien surtido, pero un poco pequeño. Felizmente, se está construyendo un centro comercial para la marca muy cerca de la ubicación original.",3,neutral,POS,0.8111205697059631,0.0068336552940309,0.1820457428693771,0.8111205697059631,neutral,9.182045742869377,estrella_3;provisional_neutral;patron_textual_neutral,,,,
39,"Es un centro comercual bien amplio. Tiene variedad de productos y un área para venta de comida de perritos y gatos. Venden ropa también.... No me gusta, sin embargo es una buena opcion para comprar algo rápido. También venden productos para regalo como chocolates y afines. El. Formato es compartido por vaiias tiendas, la ventaja que aquí el estacionamiento es gratuito, por ende puedes hacer tus compras con tranquilidad. También tiene un espacio amplio de tecnología, menaje y oficina. Tiene una gran cantidad de cajas para hacerlos pagos. Ahí pongo fotos de esos detalles.",3,neutral,POS,0.8164874315261841,0.0065127713605761,0.176999807357788,0.8164874315261841,neutral,9.176999807357788,estrella_3;provisional_neutral;patron_textual_neutral,,,,
40,"Limpio, ordenado, surtido, buenos precios; aunque muchas veces faltan canastas, y el control de seguridad que tienen en la entrada y salida es más que exagerado, pues estoy seguro que la mayor cantidad de asistentes somos clientes, y ser tratado de esa manera de impedir entrar con mochilas o bolsas al área de compras, es poco saludable.",3,neutral,NEG,0.8190145492553711,0.8190145492553711,0.1668755263090133,0.014110017567873,neutral,9.166875526309013,estrella_3;provisional_neutral;patron_textual_neutral,,,,
41,Relativamente rápido pero a veces no solucionan las cosas,3,neutral,NEG,0.826127290725708,0.826127290725708,0.1640522629022598,0.0098204258829355,neutral,9.16405226290226,estrella_3;provisional_neutral;patron_textual_neutral,,,,
42,"Lugar surtido y buenos precios pero a las cajeras les aburre trabajar, deberían implementar cajas de auto pago",3,neutral,NEG,0.8078954815864563,0.8078954815864563,0.1599694788455963,0.0321351252496242,neutral,9.159969478845596,estrella_3;provisional_neutral;patron_textual_neutral,,,,
43,"Buena atención, buenos precios pero poca variedad y pocas marcas",3,neutral,NEG,0.8204537630081177,0.8204537630081177,0.1587084233760833,0.0208378471434116,neutral,9.158708423376083,estrella_3;provisional_neutral;patron_textual_neutral,,,,
44,"Pasillos amplios, buena variedad, pero lo sentí desordenado y desabastecido en ciertas zonas. Deben buscar una manera de organizar los productos y no solo amontonarlos, pues hay tantos que uno no puede encontrar fácilmente lo que busca.",3,neutral,NEG,0.8325421214103699,0.8325421214103699,0.1569188982248306,0.0105389328673481,neutral,9.15691889822483,estrella_3;provisional_neutral;patron_textual_neutral,,,,
45,"La señorita de financiera oh me atendió de forma rápida para desbloquear la tarjeta aunque no es atenta ni amable veo eso en muchos establecimientos de retail a diferencia de su personal de seguridad que si lo son y saludan, al rato me di la sorpresa que en el metropolitano La srta si es muy atenta. Hay que mejorar en eso.",3,neutral,POS,0.8376936316490173,0.0148707292973995,0.1474357098340988,0.8376936316490173,neutral,9.147435709834099,estrella_3;provisional_neutral;patron_textual_neutral,,,,
46,"Una tienda medianamente amplia, tiene secciones para géneros y categorías de ropas. Dos pisos. Área de tecnología. Lo único que no me gusto es que las prendas pequeñas son sujetadas por una especie de cadenas para evitar el robo, pero esto obstaculiza visualizar la prenda y hasta verificar la talla..",3,neutral,NEG,0.851998507976532,0.851998507976532,0.1433620601892471,0.0046393973752856,neutral,9.143362060189247,estrella_3;provisional_neutral;patron_textual_neutral,,,,
47,"Un lindo lugar en lima donde comprar y pasear solo o en compañía de amigos o familiares. Alimentos variados, panaderia, servicios diversos, electrónicos variados, etc.......al servicio de sus clientes y público en general que se adentre en sus instalaciones. Pero lamentablemente hay filas largas en los cajeros para pagar, hay muchos cajeros vacíos. No hay atencion debida en informes y el personal se ausenta en los modulos (como el de choripan). Hay que mejorar la atención al público, sino la competencia se va llevar a sus clientes",3,neutral,NEG,0.8517449498176575,0.8517449498176575,0.137687012553215,0.0105680394917726,neutral,9.137687012553215,estrella_3;provisional_neutral;patron_textual_neutral,,,,
48,Es una tienda que tiene de todo. Hasta el momento en tienda hay buena atención en caja. Pero no les recomiendo el comedor tuve que llamar a caja reclamar mesa sucia y solo levanto el plato. Todas las mesas sucias con platos. A los 10 minutos llego la que limpia con una paciencia haciendo bulla con los platos y sillas. Donde esta el gerente? O el encargado? Ahora el vigilante es el encargado cuando niegan o nunca esta el gerente. Quien controla a la gente de limpieza?,3,neutral,NEG,0.8898123502731323,0.8898123502731323,0.1039992198348045,0.0061884787864983,neutral,9.103999219834805,estrella_3;provisional_neutral;patron_textual_neutral,,,,
49,"Ha bajado la calidad del servicio, ahora cada uno debe poner las cosas en las bolsas. Las nuevas bolsas están 20 céntimos cada bolsa pero no aguantan mucho peso por que se rompe. Ofertas hay pero de poca significancia. Los precios son casi iguales al minorista, es por eso que la mayoría prefiere ir a mercado central.",3,neutral,NEG,0.8925168514251709,0.8925168514251709,0.1021728813648223,0.0053102732636034,neutral,9.102172881364822,estrella_3;provisional_neutral;patron_textual_neutral,,,,
50,Un lugar amplio para encontrar buenos precios y regular calidad...,3,neutral,POS,0.8970412611961365,0.0032912769820541,0.0996674969792366,0.8970412611961365,neutral,9.099667496979237,estrella_3;provisional_neutral;patron_textual_neutral,,,,
51,"Local amplio con variedad de productos. Funciona como un Plaza Vea promedio. Pero no es consistente con mantener la variedad de productos que suele ofrecer: no siempre es posible conseguir nuevamente lo que con anterioridad se compró en ese mismo local. La atención del personal es cordial y promedio. Un problema constante es la descoordinación entre las ofertas ofrecidas en góndola y los precios que marcan los productos al pagar en caja, donde no se tiene registrada dicha oferta y se generan constantes reclamos e incomodidades en el proceso de compra.",3,neutral,NEG,0.8983758687973022,0.8983758687973022,0.0968113392591476,0.0048127858899533,neutral,9.096811339259148,estrella_3;provisional_neutral;patron_textual_neutral,,,,
52,"Muy buena atencion del personal pero la espera es larga, el acceso a la información es extremadamente lento y se pierde demasiado tiempo. Programe unas tres horas para realizar su tramite o consulta.",3,neutral,NEG,0.8949946761131287,0.8949946761131287,0.0948932915925979,0.0101120760664343,neutral,9.094893291592598,estrella_3;provisional_neutral;patron_textual_neutral,,,,
53,"Realmente no he sentido un buen trato. Personal muy automatizado, parecen robots repitiendo el mismo diálogo. Son jóvenes pero parecen momias parlantes. La mejor oficina: Caja. Pensé que eran mejores que Movistar, pero no.",3,neutral,NEG,0.9180569052696228,0.9180569052696228,0.0764845311641693,0.0054586324840784,neutral,9.07648453116417,estrella_3;provisional_neutral;patron_textual_neutral,,,,
54,"Protocolo de seguridad correcto. Pero deberían advertir a los que ingresan con sus niños, que corren, tocan y juegan con la ropa y todo lo que esté a su alcance. Es incómodo porque siempre hay niños corriendo y nadie les dice nada a los padres. En todas las tiendas de Lima norte he experimentado eso.",3,neutral,NEG,0.9204434752464294,0.9204434752464294,0.0746093019843101,0.0049472032114863,neutral,9.07460930198431,estrella_3;provisional_neutral;patron_textual_neutral,,,,
55,"El local no es muy grande y está un poco desordenado y sucio, el personal es atento pero los precios no son los mejores.",3,neutral,NEG,0.9176601767539978,0.9176601767539978,0.0744964927434921,0.0078432597219944,neutral,9.074496492743492,estrella_3;provisional_neutral;patron_textual_neutral,,,,
56,"Usualmente compro en plaza vea y no me puedo quejar: En esta ocasión pase a *comprar panteones *para poder obsequiar en Navidad,“ AL PARECER NO FUE LA DECISIÓN CORRECTA” Originalmente pensé en comprar panteones dono frío pero al llegar ya no tenían así que por el apuro opté por otra opción ““PANETONES GLORIA” , *TREMENDO ERROR * compre 2 cajones que son total 12 panteones, llegando a casa quise probar uno y *puedo decir que NO VALEN LO QUE CUESTAN ESTÁN PÉSIMOS *, son los que les quedaron de julio o es que GLORIA BAJO SU CALIDAD AL MÍNIMO , en fin no los recomiendo, muy malos , al parecer este ańo en ves de dar una alegría probablemente genere un mala experiencia",3,neutral,NEG,0.9275826811790466,0.9275826811790466,0.0681602656841278,0.0042571267113089,neutral,9.068160265684128,estrella_3;provisional_neutral;patron_textual_neutral,,,,
57,"Es bastante grande, no lo he recorrido todo, pero cuando fui a la sección de libros que era a lo que iba no me gustó cómo estaban ordenados, poco eficiente e incómodo para poder ver los libros. Hay bastante movimiento por el lugar y hay muchos puestos de vendedores en el exterior",3,neutral,NEG,0.9263730645179749,0.9263730645179749,0.0664379820227623,0.0071890843100845,neutral,9.066437982022762,estrella_3;provisional_neutral;patron_textual_neutral,,,,
58,"No hay surtido! El del Óvalo Gutiérrez lo supera con creces. Ponen hartas cosas del mismo producto para completar las góndolas. Cuidado con los pedidos en línea, hay ofertas increíbles y saben que Wong es conocido por lo carísimo que cobra todo, y la excepción es Wong online los precios son muy competitivos, pero, te los cancelan. A veces hay en tienda con precios astronómicos y otras no hay ni un solo producto. Para avisar que no hay lo que querías, Te llaman en un horario abrumador, 9pm en la víspera y no dejan mensaje, vas a recoger tu pedido y te dicen, se canceló, no hay pedido. Te avisamos ayer! Deben dejar mensaje. Quien contesta el celular cuando ve un número desconocido y en la noche??? Se pasaron! 😕",3,neutral,NEG,0.9278663992881776,0.9278663992881776,0.0664134472608566,0.0057202144525945,neutral,9.066413447260857,estrella_3;provisional_neutral;patron_textual_neutral,,,,
59,"El lugar está bien, la atención es normal, la satisfacciòn del cliente es algo que nunca les interesó así que es deficiente. Solo basta estar 15 minutos allí para darte cuenta que todos son reclamos y problemas.",3,neutral,NEG,0.9284245371818542,0.9284245371818542,0.0656427666544914,0.005932692438364,neutral,9.065642766654491,estrella_3;provisional_neutral;patron_textual_neutral,,,,
60,Buen ambiente pero su atención al ingreso a demás C.C sin sentido puesto que en la ENTRADA PRINCIPAL ya pasaste enseñando tu carnet de vacunación xq estar después presentando en demás locales es ilógico ?,3,neutral,NEG,0.9322385787963868,0.9322385787963868,0.0644486919045448,0.0033127202186733,neutral,9.064448691904545,estrella_3;provisional_neutral;patron_textual_neutral,,,,
61,"Hoy anunciaron que por cada compra mayor a 149 te obsequiaban una bolsa reutilizable, al ir a caja no te dan, y cuando reclamas un empleado no muy amable te manda a otra caja. El supervisor te dice que se acabo pero al ir a caja nuevamente ves colgadas varias bolsas. Ire a indecopi pues tengo pruebas y multen por falsa publicidad y mala atencion.",3,neutral,NEG,0.9332808256149292,0.9332808256149292,0.0633398592472076,0.0033792392350733,neutral,9.063339859247208,estrella_3;provisional_neutral;patron_textual_neutral,,,,
62,Nada nuevo. Sin embargo vale la pena mencionar que aquí encontrarán productos marinos muy frescos. Buena calidad también en sus productos perecibles.,3,neutral,POS,0.93145352602005,0.0052262661047279,0.0633202195167541,0.93145352602005,neutral,9.063320219516754,estrella_3;provisional_neutral;patron_textual_neutral,,,,
63,Es uno de los bancos más caros pero sus servicios al cliente son muy buenos,3,neutral,POS,0.9292393922805786,0.0086085451766848,0.0621520653367042,0.9292393922805786,neutral,9.062152065336704,estrella_3;provisional_neutral;patron_textual_neutral,,,,
64,Buena atención de por medio para resolver dudas. Espero que sea así siempre con todos los clientes,3,neutral,POS,0.9377140402793884,0.003620678326115,0.0586653128266334,0.9377140402793884,neutral,9.058665312826633,estrella_3;provisional_neutral;patron_textual_neutral,,,,
65,"La tienda es buena, un poco desordenado pero todo es bueno, encuentras muchas cosas interesantes, como esta en un centro comercial es accesible y lo importante es que es seguro. No tiene baños y no tiene acceso con silla de ruedas",3,neutral,POS,0.9412057399749756,0.0034610100556164,0.0553332008421421,0.9412057399749756,neutral,9.055333200842142,estrella_3;provisional_neutral;patron_textual_neutral,,,,
