id_revision,prioridad_revision,tipo_revision,comentario,comentario_limpio,empresa,sede,rubro,estrellas,sentimiento_estrella,sentimiento_modelo,confianza_modelo,prob_neg,prob_neu,prob_pos,sentimiento_final,sentimiento_final_provisional,confianza_etiqueta,motivo_revision_etiqueta,sentimiento_manual,observacion_manual
11,1,posible_neutral_ambiguo,"La atención es lenta, y no tienen toda la capacidad necesaria para dar solución a los requerimientos del cliente. La espera muy larga para que no te den ninguna solución.","La atención es lenta, y no tienen toda la capacidad necesaria para dar solución a los requerimientos del cliente. La espera muy larga para que no te den ninguna solución.",Entel,San Isidro,Telecomunicaciones,3,neutral,NEG,0.9794432520866394,0.9794432520866394,0.0170409772545099,0.0035158831160515,,neutral,baja,sin_etiqueta_final_confiable,,
12,1,posible_neutral_ambiguo,"La tienda en general está bien ambientada y hay buenos productos, es pequeña y algo congestionada pero es natural en está época pero pésima la atención del servicio de ""Recojo en Tienda"". Han habilitado un espacio al fondo del sotano en un rincón dónde hace un calor espantoso sin aire acondicionado, no hay espacio para los qué esperan y muchos están de pie, parece hecho adrede porqué el personal atiende a los clientes cómo a damnificados. Sí la tendencia es hacer qué el comercio On line funcione en nuestro país deberían darle siquiera algo de comodidad a la gente qué compra por internet, al fin y al cabo también somos clientes, ¿no lo creen?","La tienda en general está bien ambientada y hay buenos productos, es pequeña y algo congestionada pero es natural en está época pero pésima la atención del servicio de ""Recojo en Tienda"". Han habilitado un espacio al fondo del sotano en un rincón dónde hace un calor espantoso sin aire acondicionado, no hay espacio para los qué esperan y muchos están de pie, parece hecho adrede porqué el personal atiende a los clientes cómo a damnificados. Sí la tendencia es hacer qué el comercio On line funcione en nuestro país deberían darle siquiera algo de comodidad a la gente qué compra por internet, al fin y al cabo también somos clientes, ¿no lo creen?",Ripley,Miraflores,Retail,3,neutral,NEG,0.978744626045227,0.978744626045227,0.0183904897421598,0.0028648916631937,,neutral,baja,sin_etiqueta_final_confiable,,
13,1,posible_neutral_ambiguo,"Poco personal y el que hay no tiene ninguna intención de atender al cliente. No saben indicar si hay tallas, donde están las prendas, si hay más de un artículo, etc Cuando les preguntas responden de mala gana y hasta les molesta!!! No me gusta la atención que recibo","Poco personal y el que hay no tiene ninguna intención de atender al cliente. No saben indicar si hay tallas, donde están las prendas, si hay más de un artículo, etc Cuando les preguntas responden de mala gana y hasta les molesta!!! No me gusta la atención que recibo",Falabella,Miraflores,Retail,3,neutral,NEG,0.9776605367660522,0.9776605367660522,0.0195233970880508,0.0028161241207271,,neutral,baja,sin_etiqueta_final_confiable,,
14,1,posible_neutral_ambiguo,"Hay variedad, sin embargo los carritos siempre están en malas condiciones ,sucios y las ruedas no giran ya que tiene bolas de pelo, al empujar el coche se va hacia los lados. Es terrible !","Hay variedad, sin embargo los carritos siempre están en malas condiciones ,sucios y las ruedas no giran ya que tiene bolas de pelo, al empujar el coche se va hacia los lados. Es terrible !",Plaza Vea,Jockey Plaza,Retail,3,neutral,NEG,0.9774271249771118,0.9774271249771118,0.0197467934340238,0.0028260934632271,,neutral,baja,sin_etiqueta_final_confiable,,
15,1,posible_neutral_ambiguo,Mala atención y si no haces problemas no te atienden 👎…,Mala atención y si no haces problemas no te atienden 👎…,Movistar,San Miguel,Telecomunicaciones,3,neutral,NEG,0.9773923754692078,0.9773923754692078,0.0195884630084037,0.0030190807301551,,neutral,baja,sin_etiqueta_final_confiable,,
16,1,posible_neutral_ambiguo,La sección mariscos es muy limitado. El estacionamiento es problemático. No hay suficiente espacios. El acceso a la tienda también es muy difícil debido a las calles angostas. No tiene parking adecuado. No tienes cafetería o café dónde picar algo. Tampoco tienen un Dunkin donuts o un MacDonalds o similar. Es muy limitado.,La sección mariscos es muy limitado. El estacionamiento es problemático. No hay suficiente espacios. El acceso a la tienda también es muy difícil debido a las calles angostas. No tiene parking adecuado. No tienes cafetería o café dónde picar algo. Tampoco tienen un Dunkin donuts o un MacDonalds o similar. Es muy limitado.,Wong,La Molina,Retail,3,neutral,NEG,0.9772534966468812,0.9772534966468812,0.0202788356691598,0.002467596437782,,neutral,baja,sin_etiqueta_final_confiable,,
17,1,posible_neutral_ambiguo,"Al llegar me abordaron tres tipos de mal vivir, dijeron que verían mi moto y qué la propina era voluntaria. Aunque no les di nada es incómodo y malogra la experiencia de compra.","Al llegar me abordaron tres tipos de mal vivir, dijeron que verían mi moto y qué la propina era voluntaria. Aunque no les di nada es incómodo y malogra la experiencia de compra.",Plaza Vea,Universitaria,Retail,3,neutral,NEG,0.9767146110534668,0.9767146110534668,0.0207348372787237,0.0025505486410111,,neutral,baja,sin_etiqueta_final_confiable,,
18,1,posible_neutral_ambiguo,"Pongo tres porque el personal de caja muy atentos y servicial, sin embargo la srta de atención al cliente te trata como si te hiciera un favor pesimo","Pongo tres porque el personal de caja muy atentos y servicial, sin embargo la srta de atención al cliente te trata como si te hiciera un favor pesimo",Movistar,San Isidro,Telecomunicaciones,3,neutral,NEG,0.9765674471855164,0.9765674471855164,0.0200856160372495,0.0033469768241047,,neutral,baja,sin_etiqueta_final_confiable,,
19,1,posible_neutral_ambiguo,"Excelente ubicación pero pésima atención, las pantallas led de información en malas condiciones y falta de personal calificado.","Excelente ubicación pero pésima atención, las pantallas led de información en malas condiciones y falta de personal calificado.",Movistar,San Isidro,Telecomunicaciones,3,neutral,NEG,0.9765620231628418,0.9765620231628418,0.0192470476031303,0.0041909175924956,,neutral,baja,sin_etiqueta_final_confiable,,
20,1,posible_neutral_ambiguo,"Wong es bueno en general, pero a veces por culpa de cierto personal no competente, le causa molestias grandes a los clientes y toca bajarle la calificación... a ver si Wong se reivindica al menos con una disculpa publica. En este caso particular fue maltrato hacia mi persona.","Wong es bueno en general, pero a veces por culpa de cierto personal no competente, le causa molestias grandes a los clientes y toca bajarle la calificación... a ver si Wong se reivindica al menos con una disculpa publica. En este caso particular fue maltrato hacia mi persona.",Wong,La Molina,Retail,3,neutral,NEG,0.9762614965438844,0.9762614965438844,0.0211989432573318,0.0025395669508725,,neutral,baja,sin_etiqueta_final_confiable,,
21,1,posible_neutral_ambiguo,Muy mal servicio al cliente,Muy mal servicio al cliente,Entel,San Miguel,Telecomunicaciones,3,neutral,NEG,0.9762149453163148,0.9762149453163148,0.0192126668989658,0.0045723957009613,,neutral,baja,sin_etiqueta_final_confiable,,
22,1,posible_neutral_ambiguo,"No me gustaron los precios de los productos primera necesidades, las colas para pagar en caja, se extienden por los pasadizos impidiendo el libre desplazamiento para hacer las compras, además incumpliendo con el distanciamiento social. Falta orden en ese sentido.","No me gustaron los precios de los productos primera necesidades, las colas para pagar en caja, se extienden por los pasadizos impidiendo el libre desplazamiento para hacer las compras, además incumpliendo con el distanciamiento social. Falta orden en ese sentido.",Tottus,Atocongo,Retail,3,neutral,NEG,0.9759180545806884,0.9759180545806884,0.0206842105835676,0.0033978186547756,,neutral,baja,sin_etiqueta_final_confiable,,
23,1,posible_neutral_ambiguo,"Demoraron en tomar el pedido, los nachos estuvieron casi 10 minutos listos y nadie lo traía, la mesera no se acercaba, a pesar que le pedí los nachos para dipear mientras esperábamos los platos de fondo, me lo trajeron prácticamente todo junto está vez mala experiencia","Demoraron en tomar el pedido, los nachos estuvieron casi 10 minutos listos y nadie lo traía, la mesera no se acercaba, a pesar que le pedí los nachos para dipear mientras esperábamos los platos de fondo, me lo trajeron prácticamente todo junto está vez mala experiencia",Ripley,San Miguel,Retail,3,neutral,NEG,0.9759028553962708,0.9759028553962708,0.0215132664889097,0.0025839079171419,,neutral,baja,sin_etiqueta_final_confiable,,
24,1,posible_neutral_ambiguo,"Hay mucha delincuencia en la zona no hay seguridad que resguarde a la gente que sale , pones un pie fue del supermercado y nadie responde x ti . Hasta han matado a una persona saliendo de ahí y asaltaron el lugar hace poco. Deberían tener agentes policiales en los exteriores para dar más seguridad a sus clientes","Hay mucha delincuencia en la zona no hay seguridad que resguarde a la gente que sale , pones un pie fue del supermercado y nadie responde x ti . Hasta han matado a una persona saliendo de ahí y asaltaron el lugar hace poco. Deberían tener agentes policiales en los exteriores para dar más seguridad a sus clientes",Plaza Vea,Universitaria,Retail,3,neutral,NEG,0.9758121371269226,0.9758121371269226,0.0205321125686168,0.0036558001302182,,neutral,baja,sin_etiqueta_final_confiable,,
25,1,posible_neutral_ambiguo,"Paulman y su estilo.. Nada espectacular pero variedad de productos. Un ""Santa Isabel"" chileno con otro nombre y más productos para el hogar. El sector es precioso! Y la gente es muy amorosa y atenta!","Paulman y su estilo.. Nada espectacular pero variedad de productos. Un ""Santa Isabel"" chileno con otro nombre y más productos para el hogar. El sector es precioso! Y la gente es muy amorosa y atenta!",Wong,Miraflores,Retail,3,neutral,POS,0.9754177331924438,0.0021810666657984,0.0224012769758701,0.9754177331924438,,neutral,baja,sin_etiqueta_final_confiable,,
26,1,posible_neutral_ambiguo,"Totalmente decepcionada. Compré apuradisima, siguen sin aire. Tienen que invertir en esos purificadores o algo. Compré unos pantalones cuando me los puse en mi casa, le saco una etiqueta que estaba pegada y tenía un HUECO. Tristeza total","Totalmente decepcionada. Compré apuradisima, siguen sin aire. Tienen que invertir en esos purificadores o algo. Compré unos pantalones cuando me los puse en mi casa, le saco una etiqueta que estaba pegada y tenía un HUECO. Tristeza total",Ripley,Jockey Plaza,Retail,3,neutral,NEG,0.9753349423408508,0.9753349423408508,0.0226003061980009,0.0020647593773901,,neutral,baja,sin_etiqueta_final_confiable,,
27,1,posible_neutral_ambiguo,"Mucha cola de reclamos, significa que tienen servicio pésimo. Pocos asientos para una larga espera. Y la solución a los problemas que Movistar lo causó casi siempre sin solución","Mucha cola de reclamos, significa que tienen servicio pésimo. Pocos asientos para una larga espera. Y la solución a los problemas que Movistar lo causó casi siempre sin solución",Movistar,San Miguel,Telecomunicaciones,3,neutral,NEG,0.9752714037895204,0.9752714037895204,0.0212110821157693,0.0035175154916942,,neutral,baja,sin_etiqueta_final_confiable,,
28,1,posible_neutral_ambiguo,"Algunos trabajadores tiene buen trato otros tiene un mal carácter , debería de tener trabajos de doble tiempo ya que algunos trabajadores están cansados y tiene un mal humor que no ayuda al cliente con las dudas de su factura.","Algunos trabajadores tiene buen trato otros tiene un mal carácter , debería de tener trabajos de doble tiempo ya que algunos trabajadores están cansados y tiene un mal humor que no ayuda al cliente con las dudas de su factura.",Entel,San Isidro,Telecomunicaciones,3,neutral,NEG,0.9751368761062622,0.9751368761062622,0.021840289235115,0.0030228935647755,,neutral,baja,sin_etiqueta_final_confiable,,
29,1,posible_neutral_ambiguo,La atención es muy cordial y excelente ...lo recomiendo....,La atención es muy cordial y excelente ...lo recomiendo....,Entel,Miraflores,Telecomunicaciones,3,neutral,POS,0.974989652633667,0.0028622776735574,0.0221481584012508,0.974989652633667,,neutral,baja,sin_etiqueta_final_confiable,,
30,1,posible_neutral_ambiguo,"Hay diversidad de prendas, zapatillas, camisas, etc, y muchas veces a buenos precios. El problema es que los vendedores no se disponen a ayudarte, o al menos la gran mayoría. Esto es muy importante porque muchos clientes se van por esta atención tan deficiente.","Hay diversidad de prendas, zapatillas, camisas, etc, y muchas veces a buenos precios. El problema es que los vendedores no se disponen a ayudarte, o al menos la gran mayoría. Esto es muy importante porque muchos clientes se van por esta atención tan deficiente.",Oechsle,Jockey Plaza,Retail,3,neutral,NEG,0.9748393893241882,0.9748393893241882,0.0222888998687267,0.0028716502711176,,neutral,baja,sin_etiqueta_final_confiable,,
31,1,posible_neutral_ambiguo,"Siempre que voy a Claro hay una cola de gente, eso es desagradable e incómodo porque hay que estar parado esperando largo rato... deberían poner asientos para los clientes.","Siempre que voy a Claro hay una cola de gente, eso es desagradable e incómodo porque hay que estar parado esperando largo rato... deberían poner asientos para los clientes.",Claro,Miraflores,Telecomunicaciones,3,neutral,NEG,0.9742354154586792,0.9742354154586792,0.0225914921611547,0.0031731678172945,,neutral,baja,sin_etiqueta_final_confiable,,
32,1,posible_neutral_ambiguo,Atención interna buena pero los trabajos que están haciendo en la fachada e internos. Muy inseguro para los clientes y transeúntes. No se ve una buena planificación de seguridad.,Atención interna buena pero los trabajos que están haciendo en la fachada e internos. Muy inseguro para los clientes y transeúntes. No se ve una buena planificación de seguridad.,Tottus,Jockey Plaza,Retail,3,neutral,NEG,0.9741930961608888,0.9741930961608888,0.0211072545498609,0.004699648823589,,neutral,baja,sin_etiqueta_final_confiable,,
33,1,posible_neutral_ambiguo,"Tiene buenas ofertas, pero al momento de llegar a las cajas a pagar se acaba todo... son sumamente lentas y siempre hay un incidente que requiere que llamen a la supervisora que no puede suplir al mismo tiempo todo lo que sucede y hace más lenta la resolución de los incidentes. Tengo 8 años siendo cliente y nada que mejora eso.","Tiene buenas ofertas, pero al momento de llegar a las cajas a pagar se acaba todo... son sumamente lentas y siempre hay un incidente que requiere que llamen a la supervisora que no puede suplir al mismo tiempo todo lo que sucede y hace más lenta la resolución de los incidentes. Tengo 8 años siendo cliente y nada que mejora eso.",Metro,San Miguel,Retail,3,neutral,NEG,0.973841905593872,0.973841905593872,0.0233148485422134,0.0028431438840925,,neutral,baja,sin_etiqueta_final_confiable,,
34,1,posible_neutral_ambiguo,"Como local es bastante amplio, la atención normalmente es rápida, pero a veses deja mucho que desear, parece que no siempre el personal está preparado para afrontar presión por parte de los clientes y no son capaces de resolver conflictos.","Como local es bastante amplio, la atención normalmente es rápida, pero a veses deja mucho que desear, parece que no siempre el personal está preparado para afrontar presión por parte de los clientes y no son capaces de resolver conflictos.",Movistar,San Miguel,Telecomunicaciones,3,neutral,NEG,0.9732823967933656,0.9732823967933656,0.0241750180721282,0.0025425967760384,,neutral,baja,sin_etiqueta_final_confiable,,
35,1,posible_neutral_ambiguo,Gran variedad de.tiemdas y productos si o si encuentras lo que buscas .....fue una experiencia agradable,Gran variedad de.tiemdas y productos si o si encuentras lo que buscas .....fue una experiencia agradable,Ripley,Jockey Plaza,Retail,3,neutral,POS,0.9728772640228271,0.0018286873819306,0.0252940319478511,0.9728772640228271,,neutral,baja,sin_etiqueta_final_confiable,,
36,1,posible_neutral_ambiguo,No tienen cuando terminar las remodelaciones. Cada semana que voy han cerrado alguna zona y mueven los productos de las góndolas. Hacen perder tiempo. Y lo otro es que faltan más cajas y personal que apoye para embolsar las compras. Uno va temprano para hacer las compras pero hay muy pocas cajas disponibles y personal que apoye.,No tienen cuando terminar las remodelaciones. Cada semana que voy han cerrado alguna zona y mueven los productos de las góndolas. Hacen perder tiempo. Y lo otro es que faltan más cajas y personal que apoye para embolsar las compras. Uno va temprano para hacer las compras pero hay muy pocas cajas disponibles y personal que apoye.,Wong,San Isidro,Retail,3,neutral,NEG,0.9725627899169922,0.9725627899169922,0.0251506324857473,0.0022865124046802,,neutral,baja,sin_etiqueta_final_confiable,,
37,1,posible_neutral_ambiguo,"Asisto con frecuencia a hacer mis compras no porque sea la mejor tienda de plaza vea si no porque es la más cercana a mi, no e posible que un local como ese tenga productos sin preciados, fajas para productos en caja malograda, los supervisores de caja conversando con otro personal mientras que los están necesitando , balanzas malogradas y esto es solo algunas de las cosas que se ven y todo eso es mala gestión del gerente de tienda que no hace un control a los encargados de área.","Asisto con frecuencia a hacer mis compras no porque sea la mejor tienda de plaza vea si no porque es la más cercana a mi, no e posible que un local como ese tenga productos sin preciados, fajas para productos en caja malograda, los supervisores de caja conversando con otro personal mientras que los están necesitando , balanzas malogradas y esto es solo algunas de las cosas que se ven y todo eso es mala gestión del gerente de tienda que no hace un control a los encargados de área.",Plaza Vea,Universitaria,Retail,3,neutral,NEG,0.9722861647605896,0.9722861647605896,0.0250647589564323,0.0026489668525755,,neutral,baja,sin_etiqueta_final_confiable,,
38,1,posible_neutral_ambiguo,"Todo bien, variedad de productos, lo malo fue la atención del señor encargado de la confitería (nada amable), parece que reniega con cada cliente que le pregunta algo o le pide algo, porque o da negativas o simplemente no les responde, es un mal colaborador. Por lo demás todo bien.","Todo bien, variedad de productos, lo malo fue la atención del señor encargado de la confitería (nada amable), parece que reniega con cada cliente que le pregunta algo o le pide algo, porque o da negativas o simplemente no les responde, es un mal colaborador. Por lo demás todo bien.",Metro,Breña,Retail,3,neutral,NEG,0.972017228603363,0.972017228603363,0.0242594815790653,0.0037232576869428,,neutral,baja,sin_etiqueta_final_confiable,,
39,1,posible_neutral_ambiguo,"Mucha gente, pasillos angosto, los colaboradores no saben donde están los productos y encima no hay variedad de productos como antes.","Mucha gente, pasillos angosto, los colaboradores no saben donde están los productos y encima no hay variedad de productos como antes.",Wong,San Isidro,Retail,3,neutral,NEG,0.9716750979423524,0.9716750979423524,0.0259897373616695,0.0023351600393652,,neutral,baja,sin_etiqueta_final_confiable,,
40,1,posible_neutral_ambiguo,"Mi esposa y yo, nos sentimos muy estresados al ver que a partir de las 8:00 pm ningún asesor se acercó a nosotros para ayudarnos en nuestras compras, a pesar de mirar a muchos, se hacían de la vista gorda y la vendedora de bosch ni siquiera tenía ganas de atenderme. Pongo 3 estrellas porque el lugar es muy agradable y los productos de primera, pero pasé una muy mala experiencia. Espero que mejoren..... pensé recibir un excelente servicio y salí renegando.","Mi esposa y yo, nos sentimos muy estresados al ver que a partir de las 8:00 pm ningún asesor se acercó a nosotros para ayudarnos en nuestras compras, a pesar de mirar a muchos, se hacían de la vista gorda y la vendedora de bosch ni siquiera tenía ganas de atenderme. Pongo 3 estrellas porque el lugar es muy agradable y los productos de primera, pero pasé una muy mala experiencia. Espero que mejoren..... pensé recibir un excelente servicio y salí renegando.",Falabella,Jockey Plaza,Retail,3,neutral,NEG,0.9715800881385804,0.9715800881385804,0.0247897300869226,0.0036301519721746,,neutral,baja,sin_etiqueta_final_confiable,,
41,1,posible_neutral_ambiguo,"A pesar de que hay como 20 o 30 ventanillas, la espera es de más de una hora, y no había aire acondicionado!! Está vez tuve suerte de que me atendiera una persona que estaba capacitada, pero lo normal es que la atención sea pésima, y los trabajadores están en la luna.","A pesar de que hay como 20 o 30 ventanillas, la espera es de más de una hora, y no había aire acondicionado!! Está vez tuve suerte de que me atendiera una persona que estaba capacitada, pero lo normal es que la atención sea pésima, y los trabajadores están en la luna.",Movistar,San Isidro,Telecomunicaciones,3,neutral,NEG,0.971380054950714,0.971380054950714,0.0251026395708322,0.0035173101350665,,neutral,baja,sin_etiqueta_final_confiable,,
42,1,posible_neutral_ambiguo,"El colmo que no exista bancos ni sillas para que se sienten los clientes y menos para adultos mayores, atienden como si estuvieran en una tienda de campaña.Fui por que mi chip no funcionaba me hicieron pagar un chip nuevo, sin haberlo aún usado,preferi pagar otro para tener linea,siendo un cliente recien captado.","El colmo que no exista bancos ni sillas para que se sienten los clientes y menos para adultos mayores, atienden como si estuvieran en una tienda de campaña.Fui por que mi chip no funcionaba me hicieron pagar un chip nuevo, sin haberlo aún usado,preferi pagar otro para tener linea,siendo un cliente recien captado.",Entel,San Miguel,Telecomunicaciones,3,neutral,NEG,0.9713034629821776,0.9713034629821776,0.026387957856059,0.0023085905704647,,neutral,baja,sin_etiqueta_final_confiable,,
43,1,posible_neutral_ambiguo,"Colas muy largas y al llegar a caja despues de casi 40m, nos dice el cajero que el precio del producto no tenía el descuento que decía en el cartel, nos mandó al banco para que nos solucione el problema, al final estaba cerrado, y cuando decidimos dejar el producto, coincidimos con la admistradora, quien fue a verificar el precio y efectivamente tenía la rebaja, y todo el impase fue por un mal cajero, Pasamos un mal momento y además del tiempo perdido por una mala atención","Colas muy largas y al llegar a caja despues de casi 40m, nos dice el cajero que el precio del producto no tenía el descuento que decía en el cartel, nos mandó al banco para que nos solucione el problema, al final estaba cerrado, y cuando decidimos dejar el producto, coincidimos con la admistradora, quien fue a verificar el precio y efectivamente tenía la rebaja, y todo el impase fue por un mal cajero, Pasamos un mal momento y además del tiempo perdido por una mala atención",Ripley,Jockey Plaza,Retail,3,neutral,NEG,0.9710454344749452,0.9710454344749452,0.0265996996313333,0.0023549105972051,,neutral,baja,sin_etiqueta_final_confiable,,
44,1,posible_neutral_ambiguo,"Como cualquier tienda, en épocas de pandemia y de protocolos, la verdad que es ridículo lo que hacen según ellos cuidando al cliente. Una cosa es prevenir y otra estorbar. Además que entre los vendedores no hay ningún distanciamiento social y no creo que todos vivan juntos o se hagan pruebas frecuentes.","Como cualquier tienda, en épocas de pandemia y de protocolos, la verdad que es ridículo lo que hacen según ellos cuidando al cliente. Una cosa es prevenir y otra estorbar. Además que entre los vendedores no hay ningún distanciamiento social y no creo que todos vivan juntos o se hagan pruebas frecuentes.",Ripley,Jockey Plaza,Retail,3,neutral,NEG,0.971010684967041,0.971010684967041,0.0259342826902866,0.0030549936927855,,neutral,baja,sin_etiqueta_final_confiable,,
45,1,posible_neutral_ambiguo,"En ropa está ok... En calzado.. no tienen muchas tallas o modelos, su personal es muy clasista, atienden más rápido al que tiene pinta de gastar más, les falta personal, atención muy lenta, buenas promociones en perfumería, accesorios electrónicos hay para todo bolsillo , promociones sin sentido para que pagues con tu celular con alguna app de paso. Casi todo ok... Falla mucho su personal .","En ropa está ok... En calzado.. no tienen muchas tallas o modelos, su personal es muy clasista, atienden más rápido al que tiene pinta de gastar más, les falta personal, atención muy lenta, buenas promociones en perfumería, accesorios electrónicos hay para todo bolsillo , promociones sin sentido para que pagues con tu celular con alguna app de paso. Casi todo ok... Falla mucho su personal .",Falabella,Jockey Plaza,Retail,3,neutral,NEG,0.9706164598464966,0.9706164598464966,0.0259584691375494,0.0034250630997121,,neutral,baja,sin_etiqueta_final_confiable,,
46,1,posible_neutral_ambiguo,Esta bien el lugar amplio pero bastante frustrado con el desempeño de efectividad para resolver los problemas de su servicio todo el día haciendo colas cuatro veces y salí igual como entre muy triste y enojada,Esta bien el lugar amplio pero bastante frustrado con el desempeño de efectividad para resolver los problemas de su servicio todo el día haciendo colas cuatro veces y salí igual como entre muy triste y enojada,Movistar,San Miguel,Telecomunicaciones,3,neutral,NEG,0.9705038070678712,0.9705038070678712,0.0262062009423971,0.0032900110818445,,neutral,baja,sin_etiqueta_final_confiable,,
47,1,posible_neutral_ambiguo,"El lugar e infraestructura son bastante agradables, aun falta mas variedad para igualar a la competencia, pero si tienen un pesimo servicio. Lo siento.pero las 2 unicas veces que fui a comprar ahi siempre ocurrieron incovenientes.","El lugar e infraestructura son bastante agradables, aun falta mas variedad para igualar a la competencia, pero si tienen un pesimo servicio. Lo siento.pero las 2 unicas veces que fui a comprar ahi siempre ocurrieron incovenientes.",Oechsle,Plaza Norte,Retail,3,neutral,NEG,0.970228910446167,0.970228910446167,0.025940902531147,0.0038302382454276,,neutral,baja,sin_etiqueta_final_confiable,,
